url,title
https://www.youtube.com/watch?v=LkDztYlTtxQ,"Flushes, Stalls, and Forwarding Quiz Solution - Georgia Tech - HPCA: Part 1"
https://www.youtube.com/watch?v=hk34qSnMcV4,How Many Stages - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=VIT8gkOZQXc,Pipelining Outro - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=TdZaDBcPWF4,Branches Intro - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=ckQAlp7WeHo,Branch in a Pipeline - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=C_pQScxiISA,Branch Prediction Requirements - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=wse0huBFfZA,Branch Prediction Accuracy - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=5TccpE4k2LQ,Branch Prediction Benefit Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Uil5Kz_cQz4,Branch Prediction Benefit Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=IRLLLLjMLwM,Performance With Not Taken Prediction - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=mw4T0jrSuWk,Multiple Predictions Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=WvgHuPvPwcQ,Multiple Predictions Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=sL4EGIphY9w,Predict Not Taken - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=oFZEu_yLRuA,Why We Need Better Prediction - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=9Iyi6A4lglg,Predictor Impact Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=6_38EjfVmz4,Predictor Impact Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=I5vDaDk01D0,Why We Need Better Predicition Part 2 - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Jxk7ZPxVKw4,Better Prediction How - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=0b7T_035pRs,BTB Branch Target Buffer - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=YQEq04nNm_o,Realistic BTB - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=QR4imRWuyHU,BTB Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=--hnoN6iUxI,BTB Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=s4jOyD51dSo,Direction Predictor - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=NzxBiPABGW4,BTB and BHT Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=l86vndxJdS4,BTB and BHT Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Gtjw_NuVGUo,BTB and BHT Quiz 2 - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=2cC592N0fYs,BTB and BHT Solution 2 Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Up6ufJrMBlk,BTB and BHT Quiz 3 - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=ubQY-Ujk7JA,BTB and BHT Solution 3 Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=3jHXc18s2e8,BTB and BHT Quiz 4 - Georgia Tech HPCA Part 3
https://www.youtube.com/watch?v=fN4-x-w8zLA,BTB and BHT Solution 4 Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=_EQSVJ-82cQ,BTB and BHT Quiz 5 - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=6yPg_0Qy9go,BTB and BHT Solution 5 Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=malQIOtaAuU,Problems With 1 Bit Predictions - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=JTXIhNQwhyw,2 Bit Predictor - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=AWv8DCm_UYE,2 Bit Predictor Initialization - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=PTojzuZ5qro,2BP Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=BcJ1IyHKoxE,2BP Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=o0IiRKOqYx4,"1BP, 2BP - Georgia Tech - HPCA: Part 1"
https://www.youtube.com/watch?v=qUfNeC9VGgg,History Based Predictors - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=zhyEYt2uylQ,1 Bit History With 2 Bit Count - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=nK8gewando4,1 Bit History Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=0Pjot9rMypg,1 Bit History Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=XvJDif_YIgY,2 Bit History Predictor - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Q2W_m6YTp50,2 Bit History Predictor 2 - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=bM3wOLA0624,N Bit History Predictor Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=EY6TDeMafO4,N Bit History Predictor Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=bzmg02XPS3w,History Predictor Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=LKq5J6wrENY,History Predictor Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=UtuSW4x8sWo,History With Shared Counters Part 1 - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=5hSwS80E2JU,History With Shared Counters part 2 - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=yVusEi6TqtA,History With Shared Counters part 3 - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=zB_-8HcKl0A,PShare - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Php815_ufks,PShare vs GShare Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=AuNj-qIFZ9U,PShare vs GShare Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=5VyrJOEGnGM,GShare or PShare - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Mx68YmI4uD8,Tournament Predictor - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=n3eRnTLu-8g,Hierarchical Predictors - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=RsPByrnqDfo,Hierarchical Predictor Example - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=gF7tGsMJsiA,Multi Predictor Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=ZxFXjqJUV7s,Multi Predictor Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=EV0rFOJ5EGs,Return Address Stack (RAS) - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=e_kQSv4Xaew,RAS - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=tqjW8QJa8zc,RAS Full Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=d_TH6QlVOMY,RAS Full Solution Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=WEXtKxkf6PY,But How Do We Know It's A RET - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=JJtdVIeoT4Q,Branches Outro - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=bBOsEjoz0q0,Predication Intro - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=f4Nx3-chbqA,Predication - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=a3USuiGJals,If Conversion - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=HXXc0a9VByM,Conditional Move - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=yiCPGpnN5qQ,MovZ MovN Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Oq_ZDc1b5q4,MovZ MovN Quiz Solution - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Tq-cSZU-Mek,MovZ MovN Performance - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=znRCK4pM98s,MovZ MovN Performance Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=eoksIH9EM6s,MovZ MovN Performance Quiz Solution - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=RxGNh3_-om0,MOVc Summary - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=r8oCVA0vGhI,Full Predication HW Support - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=VsJVQCq1epg,Full Predication Example - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=YwbW0XIhRxc,Full Predication Quiz - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=Q7BogrgUdao,Full Predication Quiz Solution - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=1A0dCRTGJc8,Predication Outro - Georgia Tech - HPCA: Part 1
https://www.youtube.com/watch?v=z4rWk3VMtm4,ILP Intro - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=yVSzBOsdmvQ,ILP All in the Same Cycle - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=Ix052kz6-NY,The Execute Stage - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=wVYxb7NoX9A,RAW Dependencies - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=1mg5Yaka88A,WAW Dependencies - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=CWAr2MHdpn4,Dependency Quiz - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=dufSae6W5gw,Dependency Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=GQzvfvNASCk,Removing False Dependencies - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=7dhjLHXSPBI,Duplicating Register Values - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=_fIho0oeDhc,Register Renaming - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=-6hEDLf06M4,RAT Example - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=Bj62GIiwVhs,Register Renaming Quiz - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=pt0brJRkt0A,Register Renaming Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=H5KPnpwsyZk,False Dependencies After Renaming - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=tazowJDpjIo,Instruction Level Parallelism (ILP) - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=JYM0R41aqrs,ILP Example - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=GjMqrRXJufk,ILP Quiz - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=6JUmcV9cBFs,ILP Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=DR1mCr_lOvY,ILP with Control Dependencies - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=cVmsedRQFcQ,ILP vs IPC - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=1DOkFNVi7xQ,IPC & ILP Quiz - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=tE5tv0GM_SI,IPC & ILP Solution Quiz - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=VWE1RniqC9c,ILP & IPC Discussion - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=DXOecD7-xuE,ILP Outro - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=1HKeCTb0CDI,Tomasulo Intro - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=6GlXvuzrw3M,Improving IPC - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=PZZvhqnch5o,Tomasulo's Algorithm - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=D29BgTLHYbk,The Picture - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=3dF5XsES_Zg,Issue - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=I2qMY0XvYHA,Issue Example - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=9obMkk978j4,Issue Quiz - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=Ht405gHWgnM,Issue Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=bEB7sZTP8zc,Dispatch - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=ymdotljbPX4,More Than 1 Instruction Ready - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=O_HHS-2UwMA,Dispatch Quiz - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=n4AM-QJVEng,Dispatch Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=gsf5RUbx674,Write Result (Broadcast) - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=VVnXhxiJLtE,More Than 1 Broadcast - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=nYfcnxSKkAg,Broadcast  Stale  Result - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=SQ7DpuDVEEs,Review Part 2 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=TLFs6jfN89g,Review Part 2 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=SQMFoZUT1EI,One Cycle Quiz Part 2 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=qx4iLZk1R8M,One Cycle Solution Part 2 Quiz - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=8xwipXSTMY8,One Cycle Quiz Part 2 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=QcpLaXiIocQ,One Cycle Quiz Part 2 Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=49idewJ6xDE,One Cycle Quiz Part 3 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=rUXeS_Ic-ZY,One Cycle Quiz Part 3 Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=SRdmdxs_5Nc,Tomasulo's Algorithm Quiz - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=oaK-IStc23g,Tomasulo's Algorithm Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=34aFmmyLt3k,Load and Store Instructions - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=2M5NQFAaILk,Long Example Introduction - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=GC8Cp-M0o6Q,Long Example Cycles 1-2 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=G0Kap6eq_Ys,Long Example Cycles 3-4 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=I1VOoFhrnio,Long Example Cycles 5-6 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=wmrPTJpUnV4,Long Example Cycles 7-9 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=ZQ6Tdrs16_U,Long Example Cycles 10-end - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=ZqbhHjFSBoI,Timing Example - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=REnx6lZ3eKQ,Tomasulo Timing Quiz Part 2 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=ow70TBzu_Rk,Tomasulo Timing Quiz Part 2 Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=deFR2cx9pew,Tomasulo Timing Quiz Part 2 - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=Kr99U900J58,Tomasulo Timing Quiz Part 2 Quiz Solution - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=XKUflDtNMAs,Tomasulo Outro - Georgia Tech - HPCA: Part 2
https://www.youtube.com/watch?v=Oqfk7U2eaFY,ROB Intro - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=PoSmyyIA3GA,Exceptions in Out Of Order Execution - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=MZ1RXeXbBUg,Branch Misprediction - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=zPd0v6oEFPg,Correct Out of Order Execution - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=TnxJA6uyP7Y,ROB Part 1 - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=0w6lXz71eJ8,ROB Part 2 - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=MQIDHE5GPRs,Free Reservation Stations Quiz - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=IAX-kxjbVUI,Free Reservation Stations Quiz Quiz Solution - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=p6clkAsUV7E,ROB Part 3 - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=KEe5ZHlPEv0,Hardware Organization with ROB - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=tm7tCjJnLlM,ROB Quiz - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=yspix4sTSrM,ROB Quiz Solution - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=GG09xSZ32MU,Branch Misprediction Recovery Part 1 - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=ozc8ceuw-GA,Branch Misprediction Recovery Part 2 - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=6kglkkpcd4w,ROB and Exceptions - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=vpPjDW48v90,Outside View of Executed - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=TwyAjp1CkIA,Exceptions with ROB Quiz - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=u9gTAAMi5wc,Exceptions with ROB Quiz Solution - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=PYFg7QOfcvI,RAT Updates on Commit - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=39AFF5Qq5DI,ROB Example Cycles 1 2 - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=c3hFm_DOUA0,ROB Example Cycles 3 4 - Georgia Tech - HPCA: Part 3
https://www.youtube.com/watch?v=4nZN_mLcCJo,ROB Example Cycles 5 & 6 - Georgia Tech - HPCA: Part 3
